ds,yhat,yhat_lower,yhat_upper
2010-08-23,30608.978203394952,15222.010105530691,45634.35908714586
2010-08-24,31445.514196691598,16513.920313765208,49287.10223802596
2010-08-25,27164.870373396192,11239.236356111734,43037.90415475201
2010-08-26,32888.095075586134,17717.493795573577,49018.78312170356
2010-08-27,23715.98898645343,8001.656065736294,39374.96371452653
2010-08-29,11590.23731724031,-3979.0158774418014,27710.816975262067
2010-08-31,29308.202464668517,12032.243879227959,45714.13342952083
2010-09-01,25245.726482757753,10470.323650842218,41109.336957969084
2010-09-02,31290.704565683027,15424.988572743696,45246.00017198691
2010-09-03,22542.212898058686,6445.537839216573,39315.43062072443
2010-09-05,11547.825155163078,-4488.884624992767,28356.61051887556
2010-09-06,29003.46791562806,13292.52081962594,42867.1981247678
2010-09-07,30712.23706869469,14981.539099209542,46414.5075142592
2010-09-08,27457.702511859938,10993.181772912516,42821.27610171277
2010-09-09,34344.99578159659,18328.52560234747,50331.986876959105
2010-09-10,26454.609432131074,10795.031285774869,41834.91706897061
2010-09-12,17144.675688874973,1680.838028807855,33078.73344935827
2010-09-13,35386.23818587474,19621.178899597307,51462.62176764818
2010-09-14,37816.92462316713,22449.973373304652,53619.61415987436
2010-09-15,35201.62599039248,18655.832740647555,50586.06684045683
2010-09-16,42628.351970878095,26389.90038924923,58387.35163301359
2010-09-17,35162.51129001123,19962.142550009405,51496.57661644924
2010-09-19,26309.401706684377,9470.727294930628,41563.33865840196
2010-09-20,44566.85149417262,28525.481749277624,60734.29574786146
2010-09-21,46866.27806525193,31562.03217936494,62691.694311760235
2010-09-22,43972.81580803497,27331.417044048583,59066.95641771993
2010-09-23,50978.25881959735,35409.17265818774,68096.36956717391
2010-09-24,42955.28847911079,27171.398707825458,59078.31178210878
2010-09-26,32625.944433450964,17378.215841542744,47640.502468238796
2010-09-27,49994.51624281595,33537.82263474265,65352.23649152797
2010-09-28,51328.95505027793,35859.06044911567,68064.60786858425
2010-09-29,47415.217880729804,31131.008404440105,63099.97844478256
2010-09-30,53367.333758713416,38116.101333606,70000.67493232437
2010-10-01,44281.076962073086,29492.351346549396,59715.58511289371
2010-10-03,31888.46350034108,16105.395079374426,47869.39353607037
2010-10-04,48302.29434407809,32840.05808129719,65790.1913885921
2010-10-05,48761.381251484934,34385.5053066103,65366.53672976025
2010-10-06,44070.4546559787,28669.855045577042,59723.911088035195
2010-10-07,49359.891777909,33409.2914611086,64900.57723357051
2010-10-08,39738.99092898477,23800.76406734457,55533.99140152769
2010-10-10,26699.319015157518,10649.388318941854,42861.50215055096
2010-10-11,43011.19243147665,27891.531161298903,59245.822928008645
2010-10-12,43517.07404324076,27991.67336779102,60433.85526236718
2010-10-13,39018.04241702844,23658.830071485336,55210.71941684111
2010-10-14,44637.42797807843,28872.62596910458,59466.960923654966
2010-10-15,35474.31743174273,19665.91716985912,51414.928128065054
2010-10-17,23679.034491998806,7831.638102135981,39742.913933508156
2010-10-18,40744.43616455051,24771.996109210017,56125.88525840323
2010-10-19,42066.49529155591,26106.056740203738,57838.12950568525
2010-10-20,38426.24863361547,22639.536074968713,53774.39591725903
2010-10-21,44926.55478714603,29532.186915934482,60368.56606296788
2010-10-22,36646.154683346045,20278.194167197365,53259.69464958273
2010-10-24,26544.14143349015,10194.315799728298,41404.892638311445
2010-10-25,44384.77563932328,27812.464380994577,59272.71301414443
2010-10-26,46414.091875464524,30569.20203140945,62098.808543895095
2010-10-27,43400.78543946595,26726.31607813436,59522.56409964819
2010-10-28,50438.06476866422,34754.78810704773,66013.7196009633
2010-10-29,42597.89774079769,26127.570506072807,58137.33429946154
2010-10-31,33073.910304399586,16839.370000743213,48052.89289843229
2010-11-01,51053.58722948593,35383.80585962345,66521.21685459715
2010-11-02,53127.44702438948,37318.803431849934,69751.10028001088
2010-11-03,50071.44044165244,33664.91000527866,65407.53169835505
2010-11-04,56988.169096585465,40070.61654518674,72553.02492297172
2010-11-05,48960.742489213706,32616.573295932416,64272.01304522192
2010-11-07,38912.749283345656,22584.684271308837,55034.09779372311
2010-11-08,56582.59323873019,41223.38837947962,73099.75568419302
2010-11-09,58332.74311171766,43216.29702991175,75062.3653794904
2010-11-10,54951.9693301042,38988.04818229293,70044.2781729903
2010-11-11,61554.583368201216,45227.03585477003,77571.7888081606
2010-11-12,53233.874061157985,36748.260321043555,69455.83074656971
2010-11-14,42692.746564294815,26895.68467525123,58902.304928350946
2010-11-15,60172.49350428729,42786.69559423638,75488.6305355158
2010-11-16,61772.52479460191,45786.634122050775,77879.89121298691
2010-11-17,58280.11051477553,41911.78930630548,73106.97564439297
2010-11-18,64805.49224826814,49501.56264381127,80150.22515437032
2010-11-19,56435.449425729515,40227.2036103529,71718.376143172
2010-11-21,45842.496978330324,29581.61177013251,61476.27376196394
2010-11-22,63296.880644581826,47753.66493174616,79382.10909476555
2010-11-23,64854.50288885699,49317.5101212686,79675.89865220149
2010-11-24,61288.64476488926,45109.921755156676,77867.0650386531
2010-11-25,67695.42160976061,51731.87330499312,84192.55922033073
2010-11-26,59147.878287686966,44605.08351090942,74681.99983340615
2010-11-28,47973.422958423296,31707.75940499203,64530.64526098803
2010-11-29,65002.97004847539,48232.14376890795,81560.23903682939
2010-11-30,66036.10940171898,49560.31735034161,80871.33373094631
2010-12-01,61841.74544887024,45506.052901983276,77956.46737226399
2010-12-02,67514.64234740831,52343.70563644717,84201.88395721694
2010-12-03,58129.73226158511,42664.30557708057,73879.03916549233
2010-12-05,44994.442041564966,29423.078628954452,60211.08120595652
2010-12-06,60921.064473475606,44796.592829551395,77162.02288742295
2010-12-07,60788.614555064436,44058.73331990837,76630.71138088242
2010-12-08,55383.86224641248,38874.45370052547,70771.40018198725
2010-12-09,59821.8957218213,42667.50332807055,75727.86542742727
2010-12-10,49199.97304665852,33028.74129037056,65683.47085399467
2010-12-12,33680.296712155905,17565.967161335466,49311.80499291765
2010-12-13,48509.18076471699,32556.49815855406,63776.88250419396
2010-12-14,47374.83280176644,32500.85893158342,62911.11553635337
2010-12-15,41087.52479561404,25416.732391181813,57323.27081315141
2010-12-16,44784.146028464216,28688.694653652794,59627.4078252152
2010-12-17,33581.43653129878,16890.74069241908,50227.20594090988
2010-12-19,17445.036739698255,993.8299678965399,33361.59555840693
2010-12-20,32260.55577326154,16929.946683349397,48465.48496811204
2010-12-21,31317.851149991897,15599.958190822012,48320.40827484625
2010-12-22,25428.02722243794,9896.020904562516,40888.104300784966
2010-12-23,29724.299353694354,13736.043103362252,44788.21153153453
2011-01-04,23136.700126076525,6093.627438286582,38716.59607581161
2011-01-05,20046.174836225473,4152.980401866203,35603.20521298837
2011-01-06,27064.90287634085,12046.120501795403,42616.06642886743
2011-01-07,19249.794330557874,3659.1068832203555,37002.566719060465
2011-01-09,9840.514563158402,-6777.141132617631,24667.052688304804
2011-01-10,27874.822239867553,11259.61709523771,44100.81056654621
2011-01-11,29977.706130880728,15588.243558496199,46744.16845012917
2011-01-12,26907.59849167744,10770.50314090097,42225.79442736877
2011-01-13,33750.38770710493,18469.04879221105,49449.17506729053
2011-01-14,25573.72940267876,10722.79420723876,40917.33419854144
2011-01-16,14948.49301656119,-1555.5746545391228,31081.96304703946
2011-01-17,32169.53651876667,17816.097216094764,47467.75002311755
2011-01-18,33354.72218480827,17226.583440264138,50238.83725503854
2011-01-19,29289.58395892327,12888.777909552718,43479.9790726831
2011-01-20,35088.49323424783,18700.37191142013,50375.92371518468
2011-01-21,25848.22614481469,10159.756819339664,41682.50243501374
2011-01-23,13151.739412441832,-1530.977519436809,28567.293177942473
2011-01-24,29419.850297320205,13953.78957128431,44922.030451208804
2011-01-25,29740.411372220296,13738.803439356296,45314.15840923443
2011-01-26,24920.43853126418,8910.88221874715,41178.97081442121
2011-01-27,30092.424827441348,13901.829153551666,45042.2555287673
2011-01-28,20367.48496939411,4413.214396809597,35458.75035857023
2011-01-30,7165.054810390218,-7455.069588111258,23438.539204884448
2011-01-31,23419.378042791424,7566.313639734417,39454.46002524302
2011-02-01,23883.317227086423,7964.420740972837,39058.327674057415
2011-02-02,19356.88053378278,4444.238323134178,34846.420900898236
2011-02-03,24961.61578724117,9646.7625853917,41256.43080179622
2011-02-04,15794.122900847171,-311.5884302182872,32375.43782416105
2011-02-06,4007.616667918217,-11509.9933379991,19949.77838063101
2011-02-07,21078.064770894805,5294.177916751981,37564.67214855939
2011-02-08,22399.3746348257,6113.036696681892,39289.00228933097
2011-02-09,18747.437134360458,3397.0733809338944,33626.45440136035
2011-02-10,25219.726579458165,9926.355437770744,41241.497623987554
2011-02-11,16889.486912985165,539.5795067782173,32290.911594326528
2011-02-13,6600.565050081692,-9173.820674793142,22954.54952945615
2011-02-14,24293.76339919421,8792.153363609461,38580.34555632463
2011-02-15,26133.34866121105,10434.03010618074,41264.223132762534
2011-02-16,22883.924241525685,6410.443350143751,37554.342121309826
2011-02-17,29635.253685757227,13961.14317887232,46195.66774834598
2011-02-18,21456.606613299326,5275.8105426001475,36859.0705488518
2011-02-20,11091.50631329543,-4768.919671415091,27496.47217635701
2011-02-21,28567.577454571365,12659.361966530008,44508.72475981293
2011-02-22,30083.443983296325,14977.832693536384,45658.55958130604
2011-02-23,26417.046760513684,11043.0869857263,42830.80454106303
2011-02-24,32673.985906261794,17449.61734199147,48617.784956860065
2011-02-25,23941.36060370781,9172.169607679605,40297.54208191349
2011-02-27,12367.43986757912,-3467.673976532938,26364.47504543926
2011-02-28,29229.112086066452,12532.197931502234,44568.13918402471
2011-03-01,30150.656734315595,14823.703947096457,45406.6627462223
2011-03-02,25928.99928921234,10136.222038946713,40628.041421833586
2011-03-03,31687.19436020287,15495.602607607378,47845.22100386706
2011-03-04,22527.758950854695,7728.571508825256,39135.112259515365
2011-03-06,10364.938516586843,-6845.134553515376,26422.703255154247
2011-03-07,27081.60135308645,11374.31033881918,43396.54332938792
2011-03-08,27963.774412474475,12653.683656439198,44462.43644280123
2011-03-09,23808.687656572918,7821.617813733382,39835.10961085933
2011-03-10,29736.340937523124,13606.28898814326,45573.32659653675
2011-03-11,20842.956952376055,4539.870815990993,37167.510805929975
2011-03-13,9462.023828801926,-6941.310728435599,24978.114853952495
2011-03-14,26668.106093207665,10392.794821254927,42990.70945985285
2011-03-15,28084.291369016995,13178.456487959276,45576.15262422102
2011-03-16,24490.1594618275,8988.118421753727,40276.380512686366
2011-03-17,30987.216847464842,14520.380436839314,46444.355269977204
2011-03-18,22652.913372291532,7670.0305713411,39227.472412168674
2011-03-20,12286.085281001038,-3371.862771435016,27549.575178447154
2011-03-21,29913.29819824014,13754.96733521781,46846.49526369589
2011-03-22,31673.51976481169,16012.59596817923,46989.94627321863
2011-03-23,28334.23015195142,12241.20280877811,45217.82338898324
2011-03-24,34987.49037643127,19888.03173195339,51583.02640249881
2011-03-25,26704.239275590007,10200.589802130657,42118.733105886124
2011-03-27,16113.755703922292,97.76445863490112,31666.241951018306
2011-03-28,33469.17791258934,19115.316505185285,49400.17087548091
2011-03-29,34858.2064094093,17839.330987506997,49553.2176783786
2011-03-30,31057.494370037497,15594.223991887502,47428.248852053344
2011-03-31,37170.96522485015,20881.162183420827,53820.90334935099
2011-04-01,28283.762999327304,12374.69582914776,44986.89251811409
2011-04-03,16358.88708919227,405.86446741473304,32268.41586298277
2011-04-04,33020.004464754864,16590.528969158848,48911.54928871636
2011-04-05,33721.79268566238,18353.119607818528,50403.750949201
2011-04-06,29259.727576599333,12967.007521138714,44803.91714808522
2011-04-07,34755.88095146217,19027.72910490239,50544.48415931681
2011-04-08,25312.351442878797,9527.02822679867,41770.39875843542
2011-04-10,12516.792425955471,-3439.404428768712,27959.848573897892
2011-04-11,28887.409356692064,13778.19162247978,44990.73386391989
2011-04-12,29406.730220846373,13573.624253232007,45353.12777833539
2011-04-13,24875.14667270799,9097.160598691971,39961.8916868861
2011-04-14,30416.523085296707,14419.881502776097,47387.197412716996
2011-04-15,21131.58837657313,5544.634614128069,37859.16882266709
2011-04-17,8972.444050606358,-6216.124919019746,25421.653401284195
2011-04-18,25803.23642089131,9620.27690835004,42390.52863720469
2011-04-19,26861.34259968547,10488.275427833183,42019.318087729705
2011-04-20,22932.44427848624,5860.636601117853,38442.961476610966
2011-04-21,29124.050054519663,13816.115009584397,45496.54710945796
2011-04-26,28906.85075408977,13300.889562803082,44470.69113048232
2011-04-27,25539.694882124742,9401.233563811884,40478.15684906966
2011-04-28,32221.49920562961,15624.44125692392,47189.806245055086
2011-05-01,13770.0576855389,-2976.543123010474,29772.987797463862
2011-05-03,33055.94963448218,18040.980601873882,48178.74595700211
2011-05-04,29592.320416565468,12484.168158424602,44951.06079470448
2011-05-05,36079.789279656514,20727.073973500177,52132.53319167819
2011-05-06,27597.044526170026,12148.758361071417,43130.215434644924
2011-05-08,16543.714707471205,1433.8418342357845,31749.961411134962
2011-05-09,33656.53540131386,17286.566756316686,50231.031602379786
2011-05-10,34810.037749525014,19110.327500761556,49943.36364462137
2011-05-11,30791.725793907128,14204.077571464475,47330.22111123372
2011-05-12,36715.8873602082,21841.454910731314,52723.208725954086
2011-05-13,27677.185691483264,12359.917659675884,43518.05760339324
2011-05-15,15594.63930260031,-797.9754444042777,30351.408566350416
2011-05-16,32261.609860203265,17542.555345002238,48235.10412413154
2011-05-17,33030.668017277785,16983.93630037321,49796.32195793931
2011-05-18,28698.483610335163,13289.137043250841,44534.04609405402
2011-05-19,34386.206665324346,19133.33343982952,50516.07916954935
2011-05-20,25192.894956928285,8266.146585599716,41714.25132786051
2011-05-22,13051.400844125279,-1982.5304072244878,29135.657820421755
2011-05-23,29810.075651029925,12321.890261379856,45865.32913175825
2011-05-24,30744.956257015157,15717.396806137427,46144.8144150369
2011-05-25,26644.969555602725,10262.846093909584,42289.07764155569
2011-05-26,32621.641114927705,16938.41688930274,48443.33270188833
2011-05-27,23762.846484459795,8699.302647649185,38235.99027883646
2011-05-29,12376.80394772989,-3013.70025625259,28404.57418281033
2011-05-31,30851.78461972798,16185.716510372087,47503.758154227326
2011-06-01,27118.941854156306,10541.373210963302,43413.883259089554
2011-06-02,33430.51213129348,18258.830799578478,48929.14722648939
2011-06-03,24863.40505703479,9184.694998484987,40422.63974436006
2011-06-05,13895.222312740589,-2132.47027982688,30669.528613576982
2011-06-06,31161.095186127066,14627.389150343512,45968.38940798699
2011-06-07,32526.9111797655,17548.3489103847,48482.560560735095
2011-06-08,28767.39312916714,12973.866334693415,44212.25541866189
2011-06-09,34982.97614888285,19099.775369243212,50878.687663125784
