Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
12467.0,418,1,132.8,1,1,1,111,Lost,0
12468.0,183,5,3670.74,3,4,5,345,Loyal Customer,2
12469.0,518,2,3070.54,1,2,5,125,Potential,0
12470.0,685,1,211.95,1,1,1,111,Lost,0
12471.0,6,78,37725.28,5,5,5,555,Champion,1
12472.0,27,19,17880.59,4,5,5,455,Champion,2
12473.0,24,5,3938.55,4,4,5,445,Champion,2
12474.0,12,31,12424.45,5,5,5,555,Champion,2
12475.0,49,2,1149.64,4,2,3,423,New Customer,2
12476.0,11,23,14115.41,5,5,5,555,Champion,2
12477.0,18,9,20276.37,5,5,5,555,Champion,2
12479.0,6,1,527.2,5,1,2,512,New Customer,2
12480.0,23,7,5464.85,4,4,5,445,Champion,2
12481.0,18,15,12361.39,5,5,5,555,Champion,2
12482.0,571,29,23691.4,1,5,5,155,At Risk,0
12483.0,12,19,5120.58,5,5,5,555,Champion,2
12484.0,28,12,6370.15,4,5,5,455,Champion,2
12485.0,524,1,708.1,1,1,3,113,Lost,0
12486.0,427,1,1037.28,1,1,3,113,Lost,0
12487.0,726,1,285.29999999999995,1,1,1,111,Lost,0
12488.0,5,3,1298.66,5,3,4,534,Loyal Customer,2
12489.0,332,1,334.93,2,1,2,212,Potential,0
12490.0,13,20,9361.34,5,5,5,555,Champion,2
12491.0,34,1,460.4,4,1,2,412,New Customer,2
12492.0,58,3,715.21,4,3,3,433,Loyal Customer,2
12493.0,161,2,433.74,3,2,2,322,Potential,2
12494.0,11,9,1872.87,5,5,4,554,Champion,2
12495.0,636,1,357.4,1,1,2,112,Lost,0
12496.0,615,2,54.09,1,2,1,121,Potential,0
12497.0,77,3,6248.5,3,3,5,335,Loyal Customer,2
12498.0,17,3,403.7000000000001,5,3,2,532,Loyal Customer,2
12499.0,555,1,393.72,1,1,2,112,Lost,0
12500.0,18,19,5955.21,5,5,5,555,Champion,2
12501.0,332,1,2169.39,2,1,4,214,Potential,0
12502.0,91,5,3723.87,3,4,5,345,Loyal Customer,2
12503.0,579,1,1126.0,1,1,3,113,Lost,0
12504.0,13,4,779.05,5,3,3,533,Loyal Customer,2
12505.0,404,1,955.2,2,1,3,213,Potential,0
12506.0,228,1,73.5,2,1,1,211,Potential,2
12507.0,129,4,1844.06,3,3,4,334,Loyal Customer,2
12508.0,21,2,398.27,4,2,2,422,New Customer,2
12509.0,279,1,176.5,2,1,1,211,Potential,0
12510.0,138,9,5178.02,3,5,5,355,Loyal Customer,2
12511.0,424,1,3084.02,1,1,5,115,Lost,0
12512.0,61,2,138.03,3,2,1,321,Potential,2
12513.0,108,1,612.29,3,1,2,312,Potential,2
12514.0,262,2,1597.76,2,2,4,224,Potential,0
12515.0,348,1,383.7,2,1,2,212,Potential,0
12516.0,73,4,2648.62,3,3,4,334,Loyal Customer,2
12517.0,23,5,2502.84,4,4,4,444,Champion,2
12518.0,24,4,1717.75,4,3,4,434,Loyal Customer,2
12519.0,59,2,726.54,4,2,3,423,New Customer,2
12520.0,74,5,2634.26,3,4,4,344,Loyal Customer,2
12521.0,138,1,599.68,3,1,2,312,Potential,2
12522.0,34,2,192.72,4,2,1,421,New Customer,2
12523.0,15,23,4372.15,5,5,5,555,Champion,2
12524.0,4,17,11126.11,5,5,5,555,Champion,2
12525.0,493,3,973.73,1,3,3,133,At Risk,0
12526.0,49,2,1039.58,4,2,3,423,New Customer,2
12527.0,77,5,735.51,3,4,3,343,Loyal Customer,2
12528.0,4,6,1933.48,5,4,4,544,Champion,2
12529.0,524,1,316.48,1,1,2,112,Lost,0
12530.0,55,9,3759.26,4,5,5,455,Champion,2
12531.0,10,2,1933.2,5,2,4,524,New Customer,2
12532.0,25,1,349.83000000000004,4,1,2,412,New Customer,2
12533.0,623,2,1367.89,1,2,4,124,Potential,0
12534.0,126,1,1089.18,3,1,3,313,Potential,2
12535.0,87,2,716.35,3,2,3,323,Potential,2
12536.0,38,3,12601.830000000002,4,3,5,435,Loyal Customer,2
12537.0,404,1,732.94,2,1,3,213,Potential,0
12538.0,24,2,640.45,4,2,3,423,New Customer,2
12539.0,17,7,11214.75,5,4,5,545,Champion,2
12540.0,15,33,22254.49,5,5,5,555,Champion,2
12541.0,25,3,981.18,4,3,3,433,Loyal Customer,2
12542.0,479,2,481.88,1,2,2,122,Potential,0
12543.0,443,1,980.25,1,1,3,113,Lost,0
12544.0,31,1,372.7,4,1,2,412,New Customer,2
12545.0,70,2,1000.39,3,2,3,323,Potential,2
12546.0,42,2,1161.5,4,2,3,423,New Customer,2
12547.0,193,3,383.58,2,3,2,232,At Risk,2
12548.0,161,1,95.2,3,1,1,311,Potential,2
12549.0,571,6,1575.68,1,4,4,144,At Risk,0
12550.0,74,1,964.83,3,1,3,313,Potential,2
12551.0,353,1,168.0,2,1,1,211,Potential,0
12552.0,34,2,437.82,4,2,2,422,New Customer,2
12553.0,3,12,4608.75,5,5,5,555,Champion,2
12554.0,444,1,468.5,1,1,2,112,Lost,0
12555.0,677,1,129.23,1,1,1,111,Lost,0
12556.0,46,2,603.71,4,2,2,422,New Customer,2
12557.0,11,8,18716.14,5,4,5,545,Champion,2
12558.0,3,1,269.96,5,1,1,511,New Customer,2
12559.0,306,2,561.71,2,2,2,222,Potential,0
12560.0,107,2,1436.31,3,2,4,324,Potential,2
12561.0,298,1,238.85,2,1,1,211,Potential,0
12562.0,3,9,4966.92,5,5,5,555,Champion,2
12563.0,404,1,249.24,2,1,1,211,Potential,0
12564.0,256,1,456.9,2,1,2,212,Potential,0
12565.0,284,1,145.92,2,1,1,211,Potential,0
12566.0,81,1,351.65,3,1,2,312,Potential,2
12567.0,18,15,13709.86,5,5,5,555,Champion,2
12568.0,640,1,70.0,1,1,1,111,Lost,0
12569.0,3,28,3704.86,5,5,5,555,Champion,2
12570.0,677,1,77.52,1,1,1,111,Lost,0
12571.0,35,2,519.61,4,2,2,422,New Customer,2
12572.0,4,2,1020.42,5,2,3,523,New Customer,2
12573.0,222,5,717.41,2,4,3,243,At Risk,2
12574.0,311,1,218.45,2,1,1,211,Potential,0
12575.0,453,2,622.8199999999999,1,2,3,123,Potential,0
12576.0,31,8,2142.72,4,4,4,444,Champion,2
12577.0,30,8,1653.75,4,4,4,444,Champion,2
12578.0,16,4,4642.45,5,3,5,535,Loyal Customer,2
12579.0,73,1,440.42,3,1,2,312,Potential,2
12580.0,242,2,1052.9,2,2,3,223,Potential,2
12581.0,35,1,197.71,4,1,1,411,New Customer,2
12582.0,234,4,1980.4,2,3,4,234,At Risk,2
12583.0,14,26,13752.67,5,5,5,555,Champion,2
12584.0,13,8,2137.7000000000003,5,4,4,544,Champion,2
12585.0,229,2,2040.1,2,2,4,224,Potential,2
12586.0,12,4,2062.67,5,3,4,534,Loyal Customer,2
12587.0,3,1,144.0,5,1,1,511,New Customer,2
12588.0,34,4,958.78,4,3,3,433,Loyal Customer,2
12589.0,24,8,4695.66,4,4,5,445,Champion,2
12590.0,206,2,9864.26,2,2,5,225,Potential,2
12591.0,312,3,1352.15,2,3,4,234,At Risk,0
12592.0,87,5,2582.66,3,4,4,344,Loyal Customer,2
12593.0,104,3,418.1,3,3,2,332,Loyal Customer,2
12594.0,33,15,5090.110000000001,4,5,5,455,Champion,2
12595.0,500,1,299.02,1,1,2,112,Lost,0
12596.0,47,2,618.27,4,2,3,423,New Customer,2
12597.0,14,4,3811.22,5,3,5,535,Loyal Customer,2
12598.0,5,11,4534.09,5,5,5,555,Champion,2
12599.0,24,13,2296.72,4,5,4,454,Champion,2
12600.0,24,21,5043.92,4,5,5,455,Champion,2
12601.0,185,6,681.26,3,4,3,343,Loyal Customer,2
12602.0,54,1,153.12,4,1,1,411,New Customer,2
12603.0,17,1,739.1999999999999,5,1,3,513,New Customer,2
12604.0,74,2,254.18,3,2,1,321,Potential,2
12605.0,371,4,1232.95,2,3,4,234,At Risk,0
12606.0,677,1,21.0,1,1,1,111,Lost,0
12607.0,55,1,1579.51,4,1,4,414,New Customer,2
12608.0,400,1,415.79,2,1,2,212,Potential,0
12609.0,73,9,3435.86,3,5,5,355,Loyal Customer,2
12610.0,18,5,2099.54,5,4,4,544,Champion,2
12611.0,48,1,1193.32,4,1,3,413,New Customer,2
12612.0,69,1,704.0400000000001,3,1,3,313,Potential,2
12613.0,52,10,6835.07,4,5,5,455,Champion,2
12614.0,273,1,315.6,2,1,2,212,Potential,0
12615.0,32,7,5318.13,4,4,5,445,Champion,2
12616.0,90,3,1131.1,3,3,3,333,Loyal Customer,2
12617.0,24,1,355.53,4,1,2,412,New Customer,2
12618.0,17,1,177.31,5,1,1,511,New Customer,2
12619.0,11,10,3781.38,5,5,5,555,Champion,2
12620.0,10,3,1339.41,5,3,4,534,Loyal Customer,2
12621.0,19,34,23587.61,5,5,5,555,Champion,2
12622.0,227,1,180.1,2,1,1,211,Potential,2
12623.0,271,7,3747.84,2,4,5,245,At Risk,2
12624.0,101,2,641.13,3,2,3,323,Potential,2
12625.0,207,4,5164.88,2,3,5,235,At Risk,2
12626.0,18,9,6620.48,5,5,5,555,Champion,2
12627.0,6,7,4478.53,5,4,5,545,Champion,2
12628.0,28,2,571.21,4,2,2,422,New Customer,2
12629.0,381,2,1558.22,2,2,4,224,Potential,0
12630.0,5,2,1270.88,5,2,4,524,New Customer,2
12631.0,52,6,3481.57,4,4,5,445,Champion,2
12632.0,516,2,804.88,1,2,3,123,Potential,0
12633.0,54,7,5678.16,4,4,5,445,Champion,2
12634.0,531,2,490.0,1,2,2,122,Potential,0
12635.0,85,4,2930.41,3,3,4,334,Loyal Customer,2
12636.0,734,1,141.0,1,1,1,111,Lost,0
12637.0,62,12,8340.31,3,5,5,355,Loyal Customer,2
12638.0,29,2,921.49,4,2,3,423,New Customer,2
12639.0,234,3,1312.37,2,3,4,234,At Risk,2
12640.0,19,3,1174.58,5,3,3,533,Loyal Customer,2
12641.0,110,1,185.9,3,1,1,311,Potential,2
12642.0,20,3,1013.26,4,3,3,433,Loyal Customer,2
12643.0,124,12,8350.42,3,5,5,355,Loyal Customer,2
12644.0,125,4,1918.49,3,3,4,334,Loyal Customer,2
12645.0,29,8,3539.3,4,4,5,445,Champion,2
12646.0,45,1,731.6899999999999,4,1,3,413,New Customer,2
12647.0,18,36,17924.35,5,5,5,555,Champion,2
12648.0,150,4,1112.0,3,3,3,333,Loyal Customer,2
12649.0,102,8,2294.65,3,4,4,344,Loyal Customer,2
12651.0,330,4,377.75,2,3,2,232,At Risk,0
12652.0,326,2,1017.03,2,2,3,223,Potential,0
12653.0,144,3,4160.83,3,3,5,335,Loyal Customer,2
12654.0,6,5,601.98,5,4,2,542,Champion,2
12655.0,419,1,261.35,1,1,1,111,Lost,0
12656.0,12,8,6407.83,5,4,5,545,Champion,2
12657.0,6,4,1643.18,5,3,4,534,Loyal Customer,2
12658.0,14,1,686.05,5,1,3,513,New Customer,2
12659.0,25,1,91.68,4,1,1,411,New Customer,2
12660.0,6,1,245.1,5,1,1,511,New Customer,2
12661.0,431,1,162.0,1,1,1,111,Lost,0
12662.0,18,19,6763.07,5,5,5,555,Champion,2
12663.0,620,2,239.4,1,2,1,121,Potential,0
12664.0,3,11,6070.04,5,5,5,555,Champion,2
12665.0,320,3,313.6,2,3,2,232,At Risk,0
12666.0,389,1,1248.42,2,1,4,214,Potential,0
12667.0,53,1,620.13,4,1,3,413,New Customer,2
12668.0,7,10,11444.68,5,5,5,555,Champion,2
12669.0,146,3,2744.03,3,3,4,334,Loyal Customer,2
12670.0,5,7,3760.29,5,4,5,545,Champion,2
12671.0,601,1,2622.481,1,1,4,114,Lost,0
12672.0,325,2,437.05,2,2,2,222,Potential,0
12673.0,322,2,840.4,2,2,3,223,Potential,0
12674.0,34,4,1970.6,4,3,4,434,Loyal Customer,2
12675.0,549,2,958.5,1,2,3,123,Potential,0
12676.0,20,11,2843.09,4,5,4,454,Champion,2
12677.0,550,2,395.1,1,2,2,122,Potential,0
12678.0,38,21,34281.18,4,5,5,455,Champion,2
12679.0,54,4,1113.02,4,3,3,433,Loyal Customer,2
12680.0,69,3,613.36,3,3,3,333,Loyal Customer,2
12681.0,10,45,30868.28,5,5,5,555,Champion,2
12682.0,4,51,23397.28,5,5,5,555,Champion,2
12683.0,45,19,11899.3,4,5,5,455,Champion,2
12684.0,3,7,2283.63,5,4,4,544,Champion,2
12685.0,23,6,2863.08,4,4,4,444,Champion,2
12686.0,367,1,178.28,2,1,1,211,Potential,0
12687.0,476,2,2138.91,1,2,4,124,Potential,0
12688.0,109,1,4873.81,3,1,5,315,Potential,2
12689.0,21,2,1247.61,4,2,4,424,New Customer,2
12690.0,201,1,389.01,2,1,2,212,Potential,2
12691.0,23,7,1170.4,4,4,3,443,Champion,2
12692.0,632,1,110.95,1,1,1,111,Lost,0
12693.0,122,7,1703.02,3,4,4,344,Loyal Customer,2
12694.0,66,3,1843.35,3,3,4,334,Loyal Customer,2
12695.0,2,7,1407.12,5,4,4,544,Champion,2
12696.0,430,2,851.91,1,2,3,123,Potential,0
12697.0,24,3,957.59,4,3,3,433,Loyal Customer,2
12698.0,585,1,339.75,1,1,2,112,Lost,0
12699.0,413,1,638.11,1,1,3,113,Lost,0
12700.0,3,4,4939.99,5,3,5,535,Loyal Customer,2
12701.0,75,6,2446.41,3,4,4,344,Loyal Customer,2
12702.0,15,1,219.0,5,1,1,511,New Customer,2
12703.0,66,4,1006.53,3,3,3,333,Loyal Customer,2
12704.0,3,8,2340.84,5,4,4,544,Champion,2
12705.0,10,14,11762.1,5,5,5,555,Champion,2
12707.0,287,1,603.42,2,1,2,212,Potential,0
12708.0,25,18,5314.1,4,5,5,455,Champion,2
12709.0,10,34,31093.34,5,5,5,555,Champion,2
12710.0,92,3,1149.02,3,3,3,333,Loyal Customer,2
12711.0,607,2,1339.05,1,2,4,124,Potential,0
12712.0,24,21,7193.66,4,5,5,455,Champion,2
12714.0,4,12,14093.71,5,5,5,555,Champion,2
12715.0,101,1,353.86,3,1,2,312,Potential,2
12716.0,128,1,677.9,3,1,3,313,Potential,2
12717.0,146,3,1308.91,3,3,4,334,Loyal Customer,2
12718.0,66,1,238.25,3,1,1,311,Potential,2
12719.0,60,1,283.6,3,1,1,311,Potential,2
12720.0,10,29,7878.2,5,5,5,555,Champion,2
12721.0,27,8,4013.08,4,4,5,445,Champion,2
12722.0,80,4,997.63,3,3,3,333,Loyal Customer,2
12723.0,11,4,647.79,5,3,3,533,Loyal Customer,2
12724.0,77,6,2109.28,3,4,4,344,Loyal Customer,2
12725.0,366,4,2694.56,2,3,4,234,At Risk,0
12726.0,23,11,4014.6,4,5,5,455,Champion,2
12727.0,6,10,5679.53,5,5,5,555,Champion,2
12728.0,66,5,1070.17,3,4,3,343,Loyal Customer,2
12729.0,109,1,453.01,3,1,2,312,Potential,2
12730.0,517,1,829.25,1,1,3,113,Lost,0
12731.0,19,17,25775.71,5,5,5,555,Champion,2
12732.0,175,1,236.26,3,1,1,311,Potential,2
12733.0,229,4,2424.87,2,3,4,234,At Risk,2
12734.0,348,3,639.65,2,3,3,233,At Risk,0
12735.0,310,2,779.5699999999999,2,2,3,223,Potential,0
12736.0,328,1,234.0,2,1,1,211,Potential,0
12737.0,494,2,3710.5,1,2,5,125,Potential,0
12738.0,367,1,310.7,2,1,2,212,Potential,0
12739.0,74,4,2726.73,3,3,4,334,Loyal Customer,2
12740.0,59,1,427.6,4,1,2,412,New Customer,2
12741.0,524,2,406.07,1,2,2,122,Potential,0
12742.0,621,1,1201.52,1,1,3,113,Lost,0
12743.0,129,2,546.43,3,2,2,322,Potential,2
12744.0,47,11,25317.06,4,5,5,455,Champion,2
12745.0,482,3,925.41,1,3,3,133,At Risk,0
12746.0,536,1,254.55,1,1,1,111,Lost,0
12747.0,17,25,8838.039999999999,5,5,5,555,Champion,2
12748.0,1,331,55844.23,5,5,5,555,Champion,1
12749.0,18,8,6134.3,5,4,5,545,Champion,2
12750.0,124,1,275.88,3,1,1,311,Potential,2
12751.0,440,1,268.27,1,1,1,111,Lost,0
12752.0,76,1,4366.78,3,1,5,315,Potential,2
12753.0,18,6,21429.39,5,4,5,545,Champion,2
12754.0,231,3,3010.74,2,3,5,235,At Risk,2
12755.0,276,11,9030.66,2,5,5,255,At Risk,2
12756.0,82,1,112.07999999999998,3,1,1,311,Potential,2
12757.0,11,13,7857.1,5,5,5,555,Champion,2
12758.0,112,7,9903.24,3,4,5,345,Loyal Customer,2
12759.0,47,8,5020.74,4,4,5,445,Champion,2
12760.0,451,1,347.8,1,1,2,112,Lost,0
12761.0,453,2,782.95,1,2,3,123,Potential,0
12762.0,3,2,1898.52,5,2,4,524,New Customer,2
12763.0,133,2,814.16,3,2,3,323,Potential,2
12764.0,312,1,1693.88,2,1,4,214,Potential,0
12765.0,467,6,1404.58,1,4,4,144,At Risk,0
12766.0,53,8,9349.85,4,4,5,445,Champion,2
12767.0,371,1,949.82,2,1,3,213,Potential,0
12768.0,446,1,168.69000000000003,1,1,1,111,Lost,0
12769.0,234,1,1143.6,2,1,3,213,Potential,2
12770.0,206,2,3246.45,2,2,5,225,Potential,2
12771.0,481,1,282.3,1,1,1,111,Lost,0
12772.0,55,1,892.47,4,1,3,413,New Customer,2
12773.0,559,1,124.25,1,1,1,111,Lost,0
12774.0,531,1,98.7,1,1,1,111,Lost,0
12775.0,12,7,1686.12,5,4,4,544,Champion,2
12776.0,663,1,55.5,1,1,1,111,Lost,0
12777.0,453,1,519.45,1,1,2,112,Lost,0
12778.0,15,9,1775.68,5,5,4,554,Champion,2
12779.0,33,14,6722.27,4,5,5,455,Champion,2
12780.0,594,1,337.4,1,1,2,112,Lost,0
12781.0,59,2,826.74,4,2,3,423,New Customer,2
12782.0,145,10,4365.99,3,5,5,355,Loyal Customer,2
12783.0,28,5,1825.33,4,4,4,444,Champion,2
12784.0,4,3,1804.75,5,3,4,534,Loyal Customer,2
12785.0,359,3,1100.4,2,3,3,233,At Risk,0
12786.0,605,1,728.5,1,1,3,113,Lost,0
12787.0,5,4,862.18,5,3,3,533,Loyal Customer,2
12788.0,458,4,444.9,1,3,2,132,At Risk,0
12789.0,60,3,273.35,3,3,1,331,Loyal Customer,2
12790.0,187,2,591.85,3,2,2,322,Potential,2
12791.0,369,6,1056.11,2,4,3,243,At Risk,0
12792.0,252,2,827.01,2,2,3,223,Potential,2
12793.0,330,3,1017.33,2,3,3,233,At Risk,0
12794.0,48,2,860.41,4,2,3,423,New Customer,2
12795.0,14,1,430.48,5,1,2,512,New Customer,2
12796.0,623,1,381.0,1,1,2,112,Lost,0
12797.0,361,2,806.11,2,2,3,223,Potential,0
12798.0,5,4,8510.93,5,3,5,535,Loyal Customer,2
12799.0,524,1,219.35,1,1,1,111,Lost,0
12800.0,465,3,584.25,1,3,2,132,At Risk,0
12801.0,496,1,1071.82,1,1,3,113,Lost,0
12802.0,182,7,2416.42,3,4,4,344,Loyal Customer,2
12803.0,388,1,1092.81,2,1,3,213,Potential,0
12804.0,461,2,327.02,1,2,2,122,Potential,0
12805.0,377,4,1434.95,2,3,4,234,At Risk,0
12806.0,430,4,2878.96,1,3,4,134,At Risk,0
12807.0,378,1,330.35,2,1,2,212,Potential,0
12808.0,32,5,906.1,4,4,3,443,Champion,2
12809.0,173,3,1755.94,3,3,4,334,Loyal Customer,2
12810.0,530,2,534.99,1,2,2,122,Potential,0
12811.0,256,5,1033.9,2,4,3,243,At Risk,2
12812.0,40,1,229.64,4,1,1,411,New Customer,2
12813.0,497,3,1687.8,1,3,4,134,At Risk,0
12814.0,97,1,125.92,3,1,1,311,Potential,2
12815.0,143,2,1063.46,3,2,3,323,Potential,2
12816.0,91,2,572.2,3,2,2,322,Potential,2
12817.0,276,3,690.98,2,3,3,233,At Risk,0
12818.0,257,1,1542.08,2,1,4,214,Potential,0
12819.0,453,1,540.52,1,1,2,112,Lost,0
12820.0,39,10,2479.17,4,5,4,454,Champion,2
12821.0,209,2,220.8,2,2,1,221,Potential,2
12822.0,66,2,948.88,3,2,3,323,Potential,2
12823.0,70,18,6501.5,3,5,5,355,Loyal Customer,2
12824.0,55,1,397.12,4,1,2,412,New Customer,2
12825.0,516,2,518.63,1,2,2,122,Potential,0
12826.0,24,11,2813.15,4,5,4,454,Champion,2
12827.0,1,3,430.15,5,3,2,532,Loyal Customer,2
12828.0,3,5,935.09,5,4,3,543,Champion,2
12829.0,332,3,385.3,2,3,2,232,At Risk,0
12830.0,33,6,6814.64,4,4,5,445,Champion,2
12831.0,258,3,451.11,2,3,2,232,At Risk,0
12832.0,27,2,383.03,4,2,2,422,New Customer,2
12833.0,140,1,417.38,3,1,2,312,Potential,2
12834.0,278,1,312.38,2,1,2,212,Potential,0
12835.0,423,41,6043.31,1,5,5,155,At Risk,0
12836.0,54,15,6585.62,4,5,5,455,Champion,2
12837.0,168,2,688.41,3,2,3,323,Potential,2
